Year;CP;Estimation_method;Estimation_method_detailed;Road;RoadCategory;Easting;Northing;Longitute;Latitude;StartJunction;EndJunction;LinkLength_miles;LinkLength_kilometres;Motorcycles;CarsTaxis;BusesCoaches;LightGoodsVehicles;AllHGVs;AllMotorVehicles;;MotorcycleCO2PerKilometer;CarsTaxisCO2PerKilometer;BusesCoachesCO2PerKilometer;LightGoodsVehiclesCO2PerKilometer;AllHGVsCO2PerKilometer;TotalEmissionsPerSection;;Rank;
2007;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;4.63;770.62;5.92;118.53;105.53;1005.23;;;;;;;;;;
2007;78513;Estimated;Estimated using previous year's AADF on this link;A956;PR;394220;801500;;;A90;Souter Head Rd roundabout;1.49;;59.33;6795.85;37.01;1213.84;1067.96;9173.99;;;;;;;;;;
2007;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;21.43;1857.22;9.05;224.53;107.44;2219.67;;;;;;;;;;
2007;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;38.56;12644.13;242.68;1491.21;358.34;14774.92;;;;;;;;;;
2007;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;11.02;1603.57;49.4;193.64;60.01;1917.64;;;;;;;;;;
2007;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;24.49;2416.51;33.07;332.58;199.22;3005.88;;;;;;;;;;
2007;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;9.19;1758.95;30.39;160.35;46.72;2005.6;;;;;;;;;;
2007;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;2.9;1578.53;14.88;144.43;32.3;1773.04;;;;;;;;;;
2007;80027;Counted;Manual count;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;37.31;2707.34;7.46;606.31;364.35;3722.77;;;;;;;;;;
2007;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;34.84;3745.29;14.88;596.58;73.3;4464.89;;;;;;;;;;
2007;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;31.03;3759.9;43;567.73;156.22;4557.87;;;;;;;;;;
2007;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;41.16;3964.7;30.62;578.68;135.06;4750.22;;;;;;;;;;
2007;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;25.17;3708.53;44.57;581.4;128.26;4487.93;;;;;;;;;;
2007;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;18.82;2728.41;9.75;731.89;249.25;3738.13;;;;;;;;;;
2007;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;34.29;13660.69;47.63;1687.94;785.86;16216.42;;;;;;;;;;
2007;80038;Counted;Manual count;A9013;PU;392880;804000;;;A945;B9077;0.81;;16.22;2421.23;53.96;242.06;33.61;2767.08;;;;;;;;;;
2007;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;21.23;1732.37;16.94;387.83;167.38;2325.75;;;;;;;;;;
2007;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;7.44;1796.62;33.39;286.86;195.77;2320.08;;;;;;;;;;
2007;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;8.57;1407.61;8.78;222.29;46.34;1693.59;;;;;;;;;;
2007;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;15.99;1905.8;41.5;267.74;56.13;2287.17;;;;;;;;;;
2007;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Rd roundabout;A945;1.93;;90.7;12514.85;87.18;2314.54;2411.57;17418.84;;;;;;;;;;
2007;80355;Estimated;Estimated using previous year's AADF on this link;A944;PR;386000;806180;;;B9119;B9119;2.36;;138.76;21439.18;180.99;2047.74;944.58;24751.24;;;;;;;;;;
2008;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;45.83;5419.24;144.57;851.76;566.17;7027.56;;;;;;;;;;
2008;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;8.05;1146.89;56.76;140.68;35.89;1388.27;;;;;;;;;;
2008;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;43.3;8587.95;41.39;1103.54;552.09;10328.27;;;;;;;;;;
2008;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;135.32;10042.95;96.65;1371.92;699.32;12346.16;;;;;;;;;;
2008;10775;Estimated;Estimated using previous year's AADF on this link;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;124.99;7031.97;195.13;931.97;358.87;8642.94;;;;;;;;;;
2008;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;36.93;8050.82;204.41;762.23;185.94;9240.33;;;;;;;;;;
2008;10989;Estimated;Estimated using previous year's AADF on this link;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;24.43;2389.23;1.57;514.02;27.63;2956.87;;;;;;;;;;
2008;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;103.64;19260.72;307.57;1832.02;505.92;22009.86;;;;;;;;;;
2008;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;58.58;1519.04;166.84;223.83;37.25;2005.54;;;;;;;;;;
2008;20854;Counted;Manual count;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;73.23;15366.17;85.33;1842.21;1120.1;18487.03;;;;;;;;;;
2008;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;142.82;5361.7;101.88;629.96;288.37;6524.73;;;;;;;;;;
2008;20987;Estimated;Estimated using previous year's AADF on this link;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;43.89;7047.8;13.42;1795.27;216.73;9117.11;;;;;;;;;;
2008;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;14.94;2010.98;19.04;234.15;57.92;2337.03;;;;;;;;;;
2008;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;7.91;1020.67;36.3;164.08;33.77;1262.74;;;;;;;;;;
2008;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;70.61;6580.11;65.16;1246.84;92.79;8055.51;;;;;;;;;;
2008;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;76.87;7351.41;53.22;901.05;468.94;8851.49;;;;;;;;;;
2008;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;151.67;13735.23;205.77;2026.67;1153.92;17273.26;;;;;;;;;;
2008;40854;Counted;Manual count;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;38.46;4928.55;249.75;661.98;626.55;6505.29;;;;;;;;;;
2008;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;47.6;5988.63;148.55;856.79;407.47;7449.04;;;;;;;;;;
2008;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;28.38;2016.23;83.51;303.11;172.11;2603.34;;;;;;;;;;
2008;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;68.29;7436.15;13.01;1179.93;464.17;9161.55;;;;;;;;;;
2008;41007;Counted;Manual count;A978;PU;394000;808500;;;A96;A956;0.75;;40.39;3619.56;38.48;549.91;288.46;4536.79;;;;;;;;;;
2008;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;6.55;891.52;16.37;84.87;20.4;1019.71;;;;;;;;;;
2008;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;112.44;8456.82;29.47;994.83;658.98;10252.54;;;;;;;;;;
2008;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;10.03;1804.64;196.92;292.12;83.74;2387.45;;;;;;;;;;
2008;74306;Counted;Dependent on a neighbouring counted link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.27;496.14;11.6;54.58;22.65;588.25;;;;;;;;;;
2008;74307;Estimated;Estimated using previous year's AADF on this link;A90;TR;393170;800230;;;LA boundary;A956;0.43;;49.51;4805.79;39;697.12;557.82;6149.24;;;;;;;;;;
2008;74308;Counted;Dependent on a neighbouring counted link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;179.23;10583.89;96.77;1446.47;978.62;13284.98;;;;;;;;;;
2008;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;29.91;1642.55;22.17;247.78;146.35;2088.76;;;;;;;;;;
2008;74311;Counted;Dependent on a neighbouring counted link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;0.96;87.6;0.68;9.55;9.78;108.57;;;;;;;;;;
2008;74312;Counted;Manual count;A945;PU;394220;804670;;;A9013;A956;1.43;;91.01;5892.39;27.72;789.31;344.18;7144.62;;;;;;;;;;
2008;74313;Estimated;Estimated using previous year's AADF on this link;A956;PU;394510;805770;;;A945;A93;0.81;;92.54;6346.98;90.76;2276.2;856.2;9662.68;;;;;;;;;;
2008;74314;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;806950;;;A944;A9011;0.12;;14.19;1355.3;7.6;262.67;74.5;1714.26;;;;;;;;;;
2008;74315;Estimated;Estimated using previous year's AADF on this link;A978;PU;392440;807260;;;A944;A9011;0.37;;37.12;2365.01;17.6;321.76;27.02;2768.5;;;;;;;;;;
2008;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;21.15;4076.88;60.04;437.67;48.78;4644.52;;;;;;;;;;
2008;75459;Counted;Manual count;A96;TU;391100;809200;;;A947;A90;1.3;;156.65;13544.34;312.82;1361.12;1003.89;16378.81;;;;;;;;;;
2008;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;4.91;783.58;5.59;125.67;101.73;1021.49;;;;;;;;;;
2008;78513;Estimated;Estimated using previous year's AADF on this link;A956;PR;394220;801500;;;A90;Souter Head Rd roundabout;1.49;;62.77;6596.69;39.84;1264.1;1048.51;9011.91;;;;;;;;;;
2008;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;8.39;1745.17;9.62;209.18;127.24;2099.6;;;;;;;;;;
2008;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;40.94;12857.29;228.56;1581.72;371.83;15080.34;;;;;;;;;;
2008;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;11.46;1630.34;46.67;205.5;59.63;1953.6;;;;;;;;;;
2008;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;25.93;2345.63;35.07;346.05;197.17;2949.84;;;;;;;;;;
2008;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;9.55;1788.45;28.54;170.11;47.08;2043.73;;;;;;;;;;
2008;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;3.27;1605.05;14.19;153.56;33.48;1809.55;;;;;;;;;;
2008;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;39;2752.81;7;643.31;348.32;3790.44;;;;;;;;;;
2008;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;36.39;3635.47;16.01;621.13;74.59;4383.6;;;;;;;;;;
2008;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;32.48;3822.87;40.39;602.3;161.56;4659.6;;;;;;;;;;
2008;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;42.64;4031.17;28.66;614.04;138.5;4855;;;;;;;;;;
2008;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;25.93;3770.54;41.62;616.43;131.34;4585.85;;;;;;;;;;
2008;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;19.79;2774.09;9.1;776.19;255.85;3835.01;;;;;;;;;;
2008;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;36.3;13890.11;44.89;1790.95;789.93;16552.17;;;;;;;;;;
2008;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;16.85;2461.86;51.15;256.62;34.3;2820.78;;;;;;;;;;
2008;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;22.11;1761.47;15.97;411.41;164.56;2375.51;;;;;;;;;;
2008;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;7.82;1826.65;31.48;304.38;186.85;2357.18;;;;;;;;;;
2008;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;8.8;1431.12;8.19;235.79;48.3;1732.2;;;;;;;;;;
2008;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;16.37;1937.63;38.89;284.16;59.36;2336.42;;;;;;;;;;
2008;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Rd roundabout;A945;1.93;;94.47;12725.39;82.49;2454.84;2343.45;17700.63;;;;;;;;;;
2008;80355;Counted;Manual count;A944;PR;386000;806180;;;B9119;B9119;2.36;;82.96;21162.6;165.93;1983.35;811.49;24206.33;;;;;;;;;;
2009;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;44.52;5485.51;152.73;894.55;540.74;7118.04;;;;;;;;;;
2009;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;7.82;1160.9;59.94;147.72;34.43;1410.81;;;;;;;;;;
2009;1178;Counted;Manual count;A90;TU;391560;808000;;;A9011;A9012;0.87;;64.46;8074.23;43.5;1064.96;504.86;9752.01;;;;;;;;;;
2009;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;136.08;9985.46;99.79;1365.91;647.52;12234.75;;;;;;;;;;
2009;10775;Counted;Manual count;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;90.36;7259.07;195.96;1070.14;514.66;9130.17;;;;;;;;;;
2009;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;36.83;8004.7;210.2;758.87;172.1;9182.7;;;;;;;;;;
2009;10989;Counted;Manual count;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;13.34;1791.63;0.14;223.51;34.29;2062.91;;;;;;;;;;
2009;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;100.02;19495.93;324.51;1923.7;480.09;22324.24;;;;;;;;;;
2009;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;56.99;1537.59;176.07;234.97;35.72;2041.34;;;;;;;;;;
2009;20854;Estimated;Estimated using previous year's AADF on this link;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;73.03;15278.46;87.64;1833.36;1032.58;18305.07;;;;;;;;;;
2009;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;138.8;5427.34;107.5;661.35;273.07;6608.06;;;;;;;;;;
2009;20987;Counted;Manual count;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;28.35;6180.54;11.34;787.45;429.79;7437.47;;;;;;;;;;
2009;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;14.49;2035.49;20;245.76;55.32;2371.06;;;;;;;;;;
2009;30854;Counted;Manual count;A9013;PU;393200;805300;;;B9077;A93;0.19;;8.23;817.09;34.09;97.03;23.27;979.71;;;;;;;;;;
2009;30860;Counted;Manual count;A93;PU;392600;805000;;;A90;A9013;0.93;;16.67;2924.03;82.67;345.64;69.4;3438.41;;;;;;;;;;
2009;30992;Counted;Manual count;A90;TU;391350;809035;;;A9012;A96;0.62;;72.12;6184.4;71.67;841.66;302.1;7471.94;;;;;;;;;;
2009;40780;Counted;Manual count;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;129.14;13228.02;156.56;1440.89;827.03;15781.64;;;;;;;;;;
2009;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;37.49;4988.77;263.72;695.08;599.84;6584.9;;;;;;;;;;
2009;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;47.47;5954.53;152.32;852.36;380.8;7387.48;;;;;;;;;;
2009;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;27.58;2040.84;88.18;318.43;162.03;2637.05;;;;;;;;;;
2009;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;66.34;7526.99;13.86;1239.22;442.85;9289.25;;;;;;;;;;
2009;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;39.19;3663.83;40.55;577.52;274.07;4595.16;;;;;;;;;;
2009;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;6.4;902.42;17.28;89.13;19.73;1034.96;;;;;;;;;;
2009;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;109.23;8559.99;30.84;1044.73;625.97;10370.77;;;;;;;;;;
2009;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;9.68;1826.7;207.82;306.88;80.17;2431.26;;;;;;;;;;
2009;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.54;497.65;12.11;58.79;22.86;594.94;;;;;;;;;;
2009;74307;Counted;Dependent on a neighbouring counted link;A90;TR;393170;800230;;;LA boundary;A956;0.43;;25.4;4571.5;34.45;696.32;512.16;5839.84;;;;;;;;;;
2009;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;180.42;10523.09;99.86;1439.16;902.94;13145.47;;;;;;;;;;
2009;74310;Counted;Dependent on a neighbouring counted link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;14.86;1714.84;8.28;209.9;112.38;2060.26;;;;;;;;;;
2009;74311;Estimated;Estimated using previous year's AADF on this link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;1.02;87.89;0.73;10.27;9.71;109.61;;;;;;;;;;
2009;74312;Estimated;Estimated using previous year's AADF on this link;A945;PU;394220;804670;;;A9013;A956;1.43;;88.68;5964.44;29.21;828.89;327.59;7238.81;;;;;;;;;;
2009;74313;Counted;Manual count;A956;PU;394510;805770;;;A945;A93;0.81;;66.04;6321.09;173.37;1334.45;1044.03;8938.98;;;;;;;;;;
2009;74314;Counted;Manual count;A90;TU;391050;806950;;;A944;A9011;0.12;;12.84;1438.32;6.12;158.49;78.29;1694.06;;;;;;;;;;
2009;74315;Counted;Manual count;A978;PU;392440;807260;;;A944;A9011;0.37;;11.29;1736.93;15.51;170.24;34.56;1968.54;;;;;;;;;;
2009;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;20.41;4126.98;63.28;459.61;46.61;4716.88;;;;;;;;;;
2009;75459;Estimated;Estimated using previous year's AADF on this link;A96;TU;391100;809200;;;A947;A90;1.3;;152.41;13709.75;330.06;1429.32;948.28;16569.82;;;;;;;;;;
2009;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;4.76;793.14;5.85;132;97.43;1033.19;;;;;;;;;;
2009;78513;Counted;Manual count;A956;PR;394220;801500;;;A90;Souter Head Rd roundabout;1.49;;19.6;6246.09;28.85;1055.44;1312.36;8662.33;;;;;;;;;;
2009;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;8.37;1735.16;9.93;208.2;117.23;2078.9;;;;;;;;;;
2009;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;39.69;13013.81;240.41;1660.18;359.48;15313.57;;;;;;;;;;
2009;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;11.16;1650.25;49.12;215.82;56.75;1983.1;;;;;;;;;;
2009;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;22.05;2258.93;26.67;246.17;141.52;2695.34;;;;;;;;;;
2009;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;9.41;1810.32;30.16;178.61;44.91;2073.41;;;;;;;;;;
2009;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;3.27;1624.98;14.88;161.12;31.93;1836.18;;;;;;;;;;
2009;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;37.78;2786.4;7.46;675.53;329.43;3836.6;;;;;;;;;;
2009;80028;Counted;Manual count;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;21.05;3819.32;66.77;449.61;151.32;4508.07;;;;;;;;;;
2009;80029;Counted;Manual count;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;20.41;3512.5;114.04;329.04;107.5;4083.5;;;;;;;;;;
2009;80030;Counted;Manual count;A944;PU;392000;806800;;;A90;A978;0.93;;20.07;2949.88;56.13;271.48;99.68;3397.24;;;;;;;;;;
